window_id,probe_id,window_kind,window_index,subject_id,session_id,run_id,video_id,block_id,block_order,sequence_order,condition_label,condition_type,probe_attention,probe_response,probe_confidence,seconds_to_probe,mental_effort,course_attention_rating,video_interest,video_difficulty,start_number,reported_final_number,subtraction_compliance,self_caught_nearby,dataset_membership,training_eligible,start_sample,end_sample,start_timestamp,end_timestamp,sample_count,quality_label,reject_reason,qc_status
b1#c2,,condition,2,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,40006,41005,1789890736.9423375,1789890741.0363376,1000,REJECT,missing;qc_reject,bad
b1#c3,,condition,3,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,40506,41505,1789890738.8793375,1789890742.8643374,1000,REJECT,missing;qc_reject,bad
b1#c4,,condition,4,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,41006,42005,1789890741.0363376,1789890745.3173375,1000,REJECT,missing;qc_reject,bad
b1#c5,,condition,5,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,43071,44070,1789890749.4733374,1789890753.1293375,1000,REJECT,missing;qc_reject,bad
b1#c6,,condition,6,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,43571,44570,1789890751.2073376,1789890755.1453376,1000,REJECT,missing;qc_reject,bad
b1#c7,,condition,7,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,44071,45070,1789890753.1453376,1789890757.1613376,1000,REJECT,missing;qc_reject,bad
b1#c8,,condition,8,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,44571,45570,1789890755.1453376,1789890759.1293375,1000,REJECT,missing;qc_reject,bad
b1#c9,,condition,9,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,45071,46070,1789890757.1613376,1789890761.1763377,1000,REJECT,missing,warning
b1#c10,,condition,10,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,45571,46570,1789890759.1613376,1789890763.2073376,1000,GOOD,,good
b1#c11,,condition,11,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,46071,47070,1789890761.1763377,1789890765.3173375,1000,GOOD,,good
b1#c12,,condition,12,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,46571,47570,1789890763.2233374,1789890767.1293375,1000,GOOD,,good
b1#c13,,condition,13,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,47071,48070,1789890765.3483374,1789890769.1453376,1000,GOOD,,good
b1#c14,,condition,14,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,53986,54985,1789890792.8173375,1789890796.7703376,1000,REJECT,probe_transition,good
b1#c15,,condition,15,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,54486,55485,1789890795.0673375,1789890798.7703376,1000,GOOD,,good
b1#c16,,condition,16,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,54986,55985,1789890796.8173375,1789890800.9113376,1000,GOOD,,good
b1#c17,,condition,17,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,55486,56485,1789890798.8013377,1789890802.8013377,1000,GOOD,,good
b1#c18,,condition,18,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,55986,56985,1789890800.9113376,1789890804.7863376,1000,GOOD,,good
b1#c19,,condition,19,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,56486,57485,1789890802.8013377,1789890806.8323376,1000,REJECT,missing;qc_reject,bad
b1#c20,,condition,20,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,56986,57985,1789890804.7863376,1789890808.8793375,1000,REJECT,missing;qc_reject,bad
b1#c21,,condition,21,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,61316,62315,1789890859.6763377,1789890863.4733374,1000,REJECT,missing;qc_reject,bad
b1#c22,,condition,22,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,62781,63780,1789890865.6613376,1789890869.4573376,1000,REJECT,missing;qc_reject,bad
b1#c23,,condition,23,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,63281,64280,1789890867.3483374,1789890871.5513377,1000,REJECT,missing;qc_reject,bad
b1#c24,,condition,24,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,63781,64780,1789890869.4573376,1789890873.7393374,1000,REJECT,missing;qc_reject,bad
b1#c25,,condition,25,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,65091,66090,1789890874.7703376,1789890878.8643374,1000,REJECT,missing;qc_reject,bad
b1#c26,,condition,26,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,65591,66590,1789890876.7393374,1789890880.8483374,1000,REJECT,missing;qc_reject,bad
b1#c27,,condition,27,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,68771,69770,1789890889.2393374,1789890893.1763377,1000,REJECT,probe_transition;missing;qc_reject,bad
b1#c28,,condition,28,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,69271,70270,1789890891.4893374,1789890895.1923375,1000,REJECT,missing;qc_reject,bad
b1#c29,,condition,29,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,69771,70770,1789890893.1923375,1789890897.7863376,1000,REJECT,missing;qc_reject,bad
b1#c30,,condition,30,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,73760,74759,1789890949.7393374,1789890953.7543375,1000,GOOD,,good
b1#c31,,condition,31,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,74260,75259,1789890951.7543375,1789890955.7233374,1000,GOOD,,good
b1#c32,,condition,32,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,74760,75759,1789890953.7703376,1789890957.7393374,1000,GOOD,,good
b1#c33,,condition,33,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,75260,76259,1789890955.7543375,1789890959.7543375,1000,GOOD,,good
b1#c34,,condition,34,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,75760,76759,1789890957.7543375,1789890961.7393374,1000,GOOD,,good
b1#c35,,condition,35,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,76260,77259,1789890959.7863376,1789890963.7393374,1000,GOOD,,good
b1#c36,,condition,36,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,76760,77759,1789890961.7863376,1789890965.7233374,1000,GOOD,,good
b1#c37,,condition,37,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,77260,78259,1789890963.7393374,1789890967.7233374,1000,GOOD,,good
b1#c38,,condition,38,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,77760,78759,1789890965.7393374,1789890969.7233374,1000,GOOD,,good
b1#c39,,condition,39,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,78260,79259,1789890967.7393374,1789890971.7233374,1000,GOOD,,good
b1#c40,,condition,40,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,78760,79759,1789890969.7543375,1789890973.7233374,1000,GOOD,,good
b1#c41,,condition,41,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,79260,80259,1789890971.7543375,1789890975.7393374,1000,GOOD,,good
b1#c42,,condition,42,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,79760,80759,1789890973.7543375,1789890977.7543375,1000,GOOD,,good
b1#c43,,condition,43,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,80260,81259,1789890975.7543375,1789890979.7393374,1000,GOOD,,good
b1#c44,,condition,44,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,80760,81759,1789890977.7543375,1789890981.7703376,1000,GOOD,,good
b1#c45,,condition,45,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,81260,82259,1789890979.7543375,1789890983.7233374,1000,GOOD,,good
b1#c46,,condition,46,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,81760,82759,1789890981.7863376,1789890985.7393374,1000,GOOD,,good
b1#c47,,condition,47,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,82260,83259,1789890983.7393374,1789890987.7233374,1000,GOOD,,good
b1#c48,,condition,48,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,82760,83759,1789890985.7543375,1789890989.8013377,1000,GOOD,,good
b1#c49,,condition,49,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,83260,84259,1789890987.7543375,1789890991.7543375,1000,GOOD,,good
b1#c50,,condition,50,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,83760,84759,1789890989.8173375,1789890993.7393374,1000,GOOD,,good
b1#c51,,condition,51,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,84260,85259,1789890991.7703376,1789890995.7393374,1000,GOOD,,good
b1#c52,,condition,52,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,84760,85759,1789890993.7543375,1789890997.7393374,1000,GOOD,,good
b1#c53,,condition,53,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,85260,86259,1789890995.7863376,1789890999.7393374,1000,REJECT,missing,warning
b1#c54,,condition,54,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,85760,86759,1789890997.7863376,1789891001.7393374,1000,REJECT,missing,warning
b1#c55,,condition,55,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,86260,87259,1789890999.7393374,1789891003.7233374,1000,REJECT,missing,warning
b1#c56,,condition,56,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,86760,87759,1789891001.7703376,1789891005.7233374,1000,REJECT,missing,warning
b1#c57,,condition,57,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,87260,88259,1789891003.7393374,1789891008.2703376,1000,REJECT,missing,warning
b1#c58,,condition,58,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,88415,89414,1789891008.5823376,1789891012.3483374,1000,REJECT,missing,warning
b1#c59,,condition,59,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,88915,89914,1789891010.3643374,1789891014.3643374,1000,REJECT,missing,warning
b1#c60,,condition,60,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,89415,90414,1789891012.3643374,1789891016.3643374,1000,REJECT,missing,warning
b1#c61,,condition,61,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,89915,90914,1789891014.3643374,1789891018.3483374,1000,REJECT,missing,warning
b1#c62,,condition,62,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,90415,91414,1789891016.3643374,1789891020.3793375,1000,REJECT,missing,warning
b1#c63,,condition,63,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,90915,91914,1789891018.3643374,1789891022.3483374,1000,GOOD,,good
b1#c64,,condition,64,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,91415,92414,1789891020.3953376,1789891024.3483374,1000,GOOD,,good
b1#c65,,condition,65,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,91915,92914,1789891022.3793375,1789891026.3643374,1000,GOOD,,good
b1#c66,,condition,66,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,92415,93414,1789891024.3793375,1789891028.3643374,1000,GOOD,,good
b1#c67,,condition,67,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,92915,93914,1789891026.3643374,1789891030.3643374,1000,GOOD,,good
b1#c68,,condition,68,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,93415,94414,1789891028.3643374,1789891032.4573376,1000,GOOD,,good
b1#c69,,condition,69,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,93915,94914,1789891030.3643374,1789891034.3483374,1000,GOOD,,good
b1#c70,,condition,70,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,94415,95414,1789891032.4573376,1789891036.4423375,1000,GOOD,,good
b1#c71,,condition,71,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,94915,95914,1789891034.3643374,1789891038.3483374,1000,GOOD,,good
b1#c72,,condition,72,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,95415,96414,1789891036.4573376,1789891040.3793375,1000,GOOD,,good
b1#c73,,condition,73,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,100075,101074,1789891055.0203376,1789891059.0513377,1000,REJECT,probe_transition,good
b1#c74,,condition,74,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,100575,101574,1789891057.2543375,1789891060.9893374,1000,GOOD,,good
b1#c75,,condition,75,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,101075,102074,1789891059.0513377,1789891063.0513377,1000,GOOD,,good
b1#c76,,condition,76,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,101575,102574,1789891061.0043375,1789891064.9893374,1000,GOOD,,good
b1#c77,,condition,77,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,102075,103074,1789891063.0823376,1789891067.0673375,1000,GOOD,,good
b1#c78,,condition,78,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,102575,103574,1789891065.0363376,1789891069.0203376,1000,GOOD,,good
b1#c79,,condition,79,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,103075,104074,1789891067.0673375,1789891070.9733374,1000,GOOD,,good
b1#c80,,condition,80,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,103575,104574,1789891069.0673375,1789891072.9733374,1000,GOOD,,good
b1#c81,,condition,81,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,104075,105074,1789891071.0043375,1789891075.0043375,1000,GOOD,,good
b1#c82,,condition,82,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,104575,105574,1789891073.0043375,1789891077.0043375,1000,GOOD,,good
b1#c83,,condition,83,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,105075,106074,1789891075.0043375,1789891079.0043375,1000,GOOD,,good
b1#c84,,condition,84,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,105575,106574,1789891077.0043375,1789891081.0043375,1000,GOOD,,good
b1#c85,,condition,85,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,106075,107074,1789891079.0043375,1789891083.0363376,1000,GOOD,,good
b1#c86,,condition,86,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,106575,107574,1789891081.0043375,1789891085.0203376,1000,GOOD,,good
b1#c87,,condition,87,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,107075,108074,1789891083.0363376,1789891087.0043375,1000,GOOD,,good
b1#c88,,condition,88,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,107575,108574,1789891085.0203376,1789891089.0203376,1000,GOOD,,good
b1#c89,,condition,89,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,108075,109074,1789891087.0043375,1789891091.0043375,1000,GOOD,,good
b1#c90,,condition,90,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,108575,109574,1789891089.0203376,1789891093.0043375,1000,GOOD,,good
b1#c91,,condition,91,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,109075,110074,1789891091.0043375,1789891095.0673375,1000,GOOD,,good
b1#c92,,condition,92,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,109575,110574,1789891093.0043375,1789891097.0363376,1000,GOOD,,good
b1#c93,,condition,93,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,110075,111074,1789891095.0823376,1789891099.1293375,1000,GOOD,,good
b1#c94,,condition,94,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,110575,111574,1789891097.0363376,1789891101.0983374,1000,GOOD,,good
b1#c95,,condition,95,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,111075,112074,1789891099.1293375,1789891103.0203376,1000,GOOD,,good
b1#c96,,condition,96,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,111575,112574,1789891101.0983374,1789891105.0043375,1000,GOOD,,good
b1#c97,,condition,97,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,112075,113074,1789891103.0203376,1789891107.0513377,1000,GOOD,,good
b1#c98,,condition,98,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,112575,113574,1789891105.0043375,1789891109.0043375,1000,GOOD,,good
b1#c99,,condition,99,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,113075,114074,1789891107.0513377,1789891111.0203376,1000,GOOD,,good
b1#c100,,condition,100,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,113575,114574,1789891109.0043375,1789891113.0043375,1000,GOOD,,good
b1#c101,,condition,101,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,118594,119593,1789891129.0983374,1789891133.0823376,1000,REJECT,probe_transition,good
b1#c102,,condition,102,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,119094,120093,1789891131.2703376,1789891135.0513377,1000,GOOD,,good
b1#c103,,condition,103,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,119594,120593,1789891133.0823376,1789891137.0983374,1000,GOOD,,good
b1#c104,,condition,104,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,120094,121093,1789891135.0823376,1789891139.0673375,1000,GOOD,,good
b1#c105,,condition,105,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,120594,121593,1789891137.0983374,1789891141.0823376,1000,GOOD,,good
b1#c106,,condition,106,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,1,121094,122093,1789891139.0823376,1789891143.0673375,1000,GOOD,,good
